date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:47:30	2308/2308	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Feb%202019%2017:18:22%20GMT	https://tansianuniversity.edu.ng/upload/col-icon-1.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/col-icon-1.png	(from https://tansianuniversity.edu.ng/)
13:47:31	2667/2667	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Feb%202019%2017:18:24%20GMT	https://tansianuniversity.edu.ng/upload/col-icon-2.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/col-icon-2.png	(from https://tansianuniversity.edu.ng/)
13:47:32	2055/2055	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Feb%202019%2017:18:24%20GMT	https://tansianuniversity.edu.ng/upload/col-icon-3.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/col-icon-3.png	(from https://tansianuniversity.edu.ng/)
13:47:32	2078/2078	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Feb%202019%2017:18:24%20GMT	https://tansianuniversity.edu.ng/upload/col-icon-4.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/col-icon-4.png	(from https://tansianuniversity.edu.ng/)
13:47:32	2786/2786	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Feb%202019%2017:18:44%20GMT	https://tansianuniversity.edu.ng/upload/icon-play.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/icon-play.png	(from https://tansianuniversity.edu.ng/)
13:47:34	198444/198444	---M--	200	added ('OK')	text/css	date:Sun,%2010%20Feb%202019%2000:16:08%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css	(from https://tansianuniversity.edu.ng/)
13:47:38	35990/35990	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:36%20GMT	https://tansianuniversity.edu.ng/chancellor.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/chancellor.html	(from https://tansianuniversity.edu.ng/)
13:47:38	246931/246931	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2022:27:48%20GMT	https://tansianuniversity.edu.ng/upload/slider-2.jpg	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/slider-2.jpg	(from https://tansianuniversity.edu.ng/)
13:47:39	35052/35052	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:39%20GMT	https://tansianuniversity.edu.ng/pro-chancellor.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/pro-chancellor.html	(from https://tansianuniversity.edu.ng/)
13:47:39	36245/36245	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:39%20GMT	https://tansianuniversity.edu.ng/vice-chancellor.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/vice-chancellor.html	(from https://tansianuniversity.edu.ng/)
13:47:39	36259/36259	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:40%20GMT	https://tansianuniversity.edu.ng/deputy-vice-chancellor.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/deputy-vice-chancellor.html	(from https://tansianuniversity.edu.ng/)
13:47:40	36246/36246	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:40%20GMT	https://tansianuniversity.edu.ng/registrar.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/registrar.html	(from https://tansianuniversity.edu.ng/)
13:47:40	36227/36227	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:40%20GMT	https://tansianuniversity.edu.ng/bursar.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/bursar.html	(from https://tansianuniversity.edu.ng/)
13:47:41	35584/35584	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:41%20GMT	https://tansianuniversity.edu.ng/founder.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/founder.html	(from https://tansianuniversity.edu.ng/)
13:47:41	28177/28177	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:41%20GMT	https://tansianuniversity.edu.ng/calendar.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/calendar.html	(from https://tansianuniversity.edu.ng/)
13:47:41	21175/21175	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:42%20GMT	https://tansianuniversity.edu.ng/radio.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/radio.html	(from https://tansianuniversity.edu.ng/)
13:47:42	20984/20984	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:42%20GMT	https://tansianuniversity.edu.ng/films.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/films.html	(from https://tansianuniversity.edu.ng/)
13:47:42	19925/19925	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:43%20GMT	https://tansianuniversity.edu.ng/sports.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/sports.html	(from https://tansianuniversity.edu.ng/)
13:47:43	20992/20992	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:43%20GMT	https://tansianuniversity.edu.ng/health-clinic.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/health-clinic.html	(from https://tansianuniversity.edu.ng/)
13:47:43	20324/20324	---M-Z	200	added ('OK')	text/html	date:Tue,%2016%20Aug%202022%2012:47:43%20GMT	https://tansianuniversity.edu.ng/alumni.php	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/alumni.html	(from https://tansianuniversity.edu.ng/)
13:47:44	64546/64546	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Aug%202021%2009:57:00%20GMT	https://tansianuniversity.edu.ng/upload/footer-logo.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/footer-logo.png	(from https://tansianuniversity.edu.ng/)
13:47:46	10056/10056	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:15:38%20GMT	https://tansianuniversity.edu.ng/js/jquery/jquery-migrate.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/js/jquery/jquery-migrate.min.js	(from https://tansianuniversity.edu.ng/)
13:47:50	97184/97184	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:15:40%20GMT	https://tansianuniversity.edu.ng/js/jquery/jquery.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/js/jquery/jquery.js	(from https://tansianuniversity.edu.ng/)
13:47:52	197418/197418	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Aug%202021%2015:57:26%20GMT	https://tansianuniversity.edu.ng/upload/slider-1-2.jpg	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/upload/slider-1-2.jpg	(from https://tansianuniversity.edu.ng/)
13:47:52	29397/29397	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:18:14%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.slideanims.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.slideanims.min.js	(from https://tansianuniversity.edu.ng/)
13:47:53	55875/55875	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:18:12%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.layeranimation.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.layeranimation.min.js	(from https://tansianuniversity.edu.ng/)
13:47:54	3750/3750	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:18:12%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.kenburn.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.kenburn.min.js	(from https://tansianuniversity.edu.ng/)
13:47:54	64975/64975	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:17:44%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js	(from https://tansianuniversity.edu.ng/)
13:47:58	110433/110433	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:17:46%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js	(from https://tansianuniversity.edu.ng/)
13:47:59	10927/10927	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:18:14%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.parallax.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.parallax.min.js	(from https://tansianuniversity.edu.ng/)
13:48:01	8324/8324	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:18:10%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.actions.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.actions.min.js	(from https://tansianuniversity.edu.ng/)
13:48:05	25917/25917	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:18:16%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.video.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/js/extensions/revolution.extension.video.min.js	(from https://tansianuniversity.edu.ng/)
13:48:08	77881/77881	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:16:12%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/js/page-builder.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/js/page-builder.js	(from https://tansianuniversity.edu.ng/)
13:48:08	13420/13420	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:15:46%20GMT	https://tansianuniversity.edu.ng/js/jquery/ui/effect.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/js/jquery/ui/effect.min.js	(from https://tansianuniversity.edu.ng/)
13:48:13	41679/41679	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:15:36%20GMT	https://tansianuniversity.edu.ng/js/plugins.min.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/js/plugins.min.js	(from https://tansianuniversity.edu.ng/)
13:48:17	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:16:48%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e.eot?v=4.7.0	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e3e6e.eot	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:16:52%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfontd41dd41d.eot?	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfontd41dd41dd41d.eot	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:31	98024/98024	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Feb%202019%2000:16:50%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e.woff?v=4.7.0	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e3e6e.woff	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:35	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sun,%2010%20Feb%202019%2000:16:52%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e.woff2?v=4.7.0	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e3e6e.woff2	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:41	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:16:42%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.eot	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.eot	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:44	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:16:44%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIconsd41dd41d.eot?	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIconsd41dd41dd41d.eot	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:46	63664/63664	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Feb%202019%2000:16:44%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.woff	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.woff	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:47	59388/59388	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Feb%202019%2000:16:44%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.ttf	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.ttf	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:49	385848/385848	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Feb%202019%2000:16:14%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/script.js	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/script.js	(from https://tansianuniversity.edu.ng/)
13:48:49	277297/277297	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Feb%202019%2000:16:42%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.svg	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/elegant/ElegantIcons.svg	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:51	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:16:54%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641.eot?n1z373	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641d641.eot	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:52	4024/4024	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:16:54%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd41dd41d.eot?	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd41dd41dd41d.eot	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:52	3956/3956	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Feb%202019%2000:16:56%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641.woff?n1z373	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641d641.woff	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:53	3880/3880	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Feb%202019%2000:16:54%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641.ttf?n1z373	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641d641.ttf	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:54	8855/8855	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Feb%202019%2000:16:54%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641.svg?n1z373	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/lgd641d641d641.svg	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:55	5428/5428	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:56%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/vimeo-play.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/vimeo-play.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:56	4526/4526	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:56%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/video-play.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/video-play.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:57	5177/5177	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:58%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/youtube-play.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/youtube-play.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:57	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Feb%202019%2000:16:50%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e.ttf?v=4.7.0	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e3e6e.ttf	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:58	4178/4178	---M--	200	added ('OK')	image/gif	date:Sun,%2010%20Feb%202019%2000:16:56%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/loading.gif	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/skin-lightgallery/loading.gif	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
13:48:58	1836/1836	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:34%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/blog-style/blog-item-gradient.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/blog-style/blog-item-gradient.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css)
13:48:59	4760/4760	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:34%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/blog-style/blog-item-gradient2.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/blog-style/blog-item-gradient2.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css)
13:49:00	4424/4424	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:38%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/post-slider/gradient.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/post-slider/gradient.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css)
13:49:01	8858/8858	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:16:36%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/gallery/gallery-shadow.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/gallery/gallery-shadow.png	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css)
13:49:09	39915/39915	---M--	200	added ('OK')	image/gif	date:Sun,%2010%20Feb%202019%2000:16:38%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/portfolio/now-loading.gif	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/portfolio/now-loading.gif	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css)
13:49:14	138299/138299	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Feb%202019%2000:16:10%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/content-blocked.jpg	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/include/images/content-blocked.jpg	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/include/css/page-builder.css)
13:49:17	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2010%20Feb%202019%2000:18:08%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.eot	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.eot	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:23	7536/7536	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Feb%202019%2000:18:08%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.woff	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.woff	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:25	11968/11968	---M--	200	added ('OK')	font/ttf	date:Sun,%2010%20Feb%202019%2000:18:08%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.ttf	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.ttf	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:34	13532/13532	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Feb%202019%2000:18:08%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.svg	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/fonts/revicons/revicons.svg	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
